start_s,end_s,mean_mag,std_mag,label
0,2,9.738766131306566,0.8198067072762426,walk
2,4,9.66289393341318,1.0098693753798822,walk
4,6,9.792340833862967,0.8744272160057039,walk
6,8,9.572322295334198,1.6163679144570124,walk
8,10,9.982264079206452,2.370393265802854,walk
10,12,9.738326845716687,1.8558704524596612,walk
12,14,9.572612779053268,1.1766662113097335,walk
14,16,9.77128566155326,1.905132530327773,walk
16,18,9.76644633835443,1.2991784208870893,walk
