timestamp_ms,rel_timestamp_ms,accel_x,accel_y,accel_z,label
1790088970298,3482,1.0798,9.4834,1.3813,Standing Still
1790088970321,3505,1.0624,9.5647,1.5045,Standing Still
1790088970342,3526,1.1868,9.4911,1.3388,Standing Still
1790088970365,3549,1.3101,9.5222,1.1659,Standing Still
1790088970383,3567,1.2843,9.6832,1.4501,Standing Still
1790088970405,3589,1.1312,9.7519,1.6235,Standing Still
1790088970426,3610,1.1133,9.5713,1.5230,Standing Still
1790088970448,3632,1.1402,9.4409,1.3938,Standing Still
1790088970469,3653,1.1312,9.5246,1.4674,Standing Still
1790088970490,3674,1.2078,9.5677,1.5733,Standing Still
1790088970510,3694,1.1659,9.5007,1.6349,Standing Still
1790088970532,3716,1.0146,9.5007,1.6187,Standing Still
1790088970554,3738,1.0469,9.6287,1.6110,Standing Still
1790088970573,3757,1.1569,9.6556,1.6211,Standing Still
1790088970597,3781,1.1904,9.6287,1.6205,Standing Still
1790088970616,3800,1.1498,9.6162,1.6780,Standing Still
1790088970638,3822,1.1103,9.6275,1.6050,Standing Still
1790088970659,3843,1.1198,9.6431,1.5870,Standing Still
1790088970681,3865,1.1503,9.5868,1.6158,Standing Still
1790088970701,3885,1.1833,9.5581,1.5811,Standing Still
1790088970723,3907,1.1234,9.5342,1.6098,Standing Still
1790088970745,3929,1.1360,9.5222,1.6738,Standing Still
1790088970764,3948,1.1420,9.5438,1.6403,Standing Still
1790088970787,3971,1.1515,9.5533,1.5015,Standing Still
1790088970806,3990,1.1880,9.6048,1.3735,Standing Still
1790088970833,4017,1.1904,9.5916,1.5488,Standing Still
1790088970852,4036,1.1426,9.5964,1.6810,Standing Still
1790088970871,4055,1.1234,9.5952,1.5565,Standing Still
1790088970893,4077,1.0851,9.5521,1.4997,Standing Still
1790088970917,4101,1.1073,9.5294,1.5392,Standing Still
1790088970933,4117,1.1198,9.5252,1.5422,Standing Still
1790088970954,4138,1.0654,9.5557,1.5200,Standing Still
1790088970976,4160,1.0229,9.5677,1.5362,Standing Still
1790088970998,4182,1.0929,9.5282,1.5296,Standing Still
1790088971020,4204,1.1276,9.5390,1.5248,Standing Still
1790088971038,4222,1.0995,9.5533,1.5422,Standing Still
1790088971061,4245,1.0804,9.5791,1.5470,Standing Still
1790088971084,4268,1.1372,9.5934,1.4369,Standing Still
1790088971104,4288,1.1934,9.5581,1.4919,Standing Still
1790088971124,4308,1.1276,9.5635,1.5045,Standing Still
1790088971145,4329,1.1294,9.5904,1.4082,Standing Still
1790088971168,4352,1.1216,9.5055,1.4991,Standing Still
1790088971190,4374,1.0349,9.5204,1.5248,Standing Still
1790088971210,4394,1.0624,9.6174,1.4566,Standing Still
1790088971231,4415,1.1450,9.6030,1.4806,Standing Still
1790088971252,4436,1.1246,9.5121,1.5488,Standing Still
1790088971272,4456,1.1073,9.4935,1.4824,Standing Still
1790088971294,4478,1.1498,9.5653,1.4022,Standing Still
1790088971315,4499,1.1641,9.5904,1.4423,Standing Still
1790088971337,4521,1.1426,9.5791,1.4417,Standing Still
1790088971356,4540,1.0977,9.5725,1.4106,Standing Still
1790088971380,4564,1.0576,9.5587,1.3801,Standing Still
1790088971399,4583,1.0834,9.5252,1.4291,Standing Still
1790088971421,4605,1.0672,9.5474,1.4536,Standing Still
1790088971442,4626,1.0307,9.5874,1.4010,Standing Still
1790088971462,4646,1.0253,9.5922,1.3771,Standing Still
1790088971486,4670,1.0403,9.5474,1.3938,Standing Still
1790088971507,4691,1.0451,9.5426,1.4518,Standing Still
1790088971527,4711,1.0516,9.5426,1.3783,Standing Still
1790088971548,4732,1.0271,9.5809,1.3513,Standing Still
1790088971571,4755,1.0289,9.5952,1.4441,Standing Still
